cancer_site,sex,period,age,HSCT,prevalence
Stomach Cancer,Female,10-year,75+,Belfast HSCT,14
Stomach Cancer,Female,10-year,75+,Northern HSCT,20
Stomach Cancer,Female,10-year,75+,South Eastern HSCT,18
Stomach Cancer,Female,10-year,75+,Southern HSCT,17
Stomach Cancer,Female,10-year,75+,Western HSCT,15
All Cancers,Female,25-year,0-54,Belfast HSCT,1855
All Cancers,Female,25-year,0-54,Northern HSCT,2604
All Cancers,Female,25-year,0-54,South Eastern HSCT,2185
All Cancers,Female,25-year,0-54,Southern HSCT,1907
All Cancers,Female,25-year,0-54,Western HSCT,1524
All Cancers,Female,25-year,55-64,Belfast HSCT,2046
All Cancers,Female,25-year,55-64,Northern HSCT,2872
All Cancers,Female,25-year,55-64,South Eastern HSCT,2410
All Cancers,Female,25-year,55-64,Southern HSCT,2104
All Cancers,Female,25-year,55-64,Western HSCT,1682
All Cancers,Female,25-year,65-74,Belfast HSCT,2467
All Cancers,Female,25-year,65-74,Northern HSCT,3463
All Cancers,Female,25-year,65-74,South Eastern HSCT,2906
All Cancers,Female,25-year,65-74,Southern HSCT,2537
All Cancers,Female,25-year,65-74,Western HSCT,2027
All Cancers,Female,25-year,75+,Belfast HSCT,3712
All Cancers,Female,25-year,75+,Northern HSCT,5212
All Cancers,Female,25-year,75+,South Eastern HSCT,4373
All Cancers,Female,25-year,75+,Southern HSCT,3817
All Cancers,Female,25-year,75+,Western HSCT,3051
Bladder Cancer,Female,25-year,0-54,Belfast HSCT,4
Bladder Cancer,Female,25-year,0-54,Northern HSCT,5
Bladder Cancer,Female,25-year,0-54,South Eastern HSCT,4
Bladder Cancer,Female,25-year,0-54,Southern HSCT,4
Bladder Cancer,Female,25-year,0-54,Western HSCT,2
Bladder Cancer,Female,25-year,55-64,Belfast HSCT,12
Bladder Cancer,Female,25-year,55-64,Northern HSCT,14
Bladder Cancer,Female,25-year,55-64,South Eastern HSCT,13
Bladder Cancer,Female,25-year,55-64,Southern HSCT,11
Bladder Cancer,Female,25-year,55-64,Western HSCT,7
Bladder Cancer,Female,25-year,65-74,Belfast HSCT,20
Bladder Cancer,Female,25-year,65-74,Northern HSCT,23
Bladder Cancer,Female,25-year,65-74,South Eastern HSCT,21
Bladder Cancer,Female,25-year,65-74,Southern HSCT,19
Bladder Cancer,Female,25-year,65-74,Western HSCT,12
Bladder Cancer,Female,25-year,75+,Belfast HSCT,44
Bladder Cancer,Female,25-year,75+,Northern HSCT,50
Bladder Cancer,Female,25-year,75+,South Eastern HSCT,46
Bladder Cancer,Female,25-year,75+,Southern HSCT,41
Bladder Cancer,Female,25-year,75+,Western HSCT,25
Blood Leukaemia,Female,25-year,0-54,Belfast HSCT,48
Blood Leukaemia,Female,25-year,0-54,Northern HSCT,64
Blood Leukaemia,Female,25-year,0-54,South Eastern HSCT,57
Blood Leukaemia,Female,25-year,0-54,Southern HSCT,48
Blood Leukaemia,Female,25-year,0-54,Western HSCT,44
Blood Leukaemia,Female,25-year,55-64,Belfast HSCT,23
Blood Leukaemia,Female,25-year,55-64,Northern HSCT,31
Blood Leukaemia,Female,25-year,55-64,South Eastern HSCT,18
Blood Leukaemia,Female,25-year,55-64,Southern HSCT,34
Blood Leukaemia,Female,25-year,55-64,Western HSCT,22
Blood Leukaemia,Female,25-year,65-74,Belfast HSCT,34
Blood Leukaemia,Female,25-year,65-74,Northern HSCT,46
Blood Leukaemia,Female,25-year,65-74,South Eastern HSCT,52
Blood Leukaemia,Female,25-year,65-74,Southern HSCT,25
Blood Leukaemia,Female,25-year,65-74,Western HSCT,32
Blood Leukaemia,Female,25-year,75+,Belfast HSCT,53
Blood Leukaemia,Female,25-year,75+,Northern HSCT,71
Blood Leukaemia,Female,25-year,75+,South Eastern HSCT,64
Blood Leukaemia,Female,25-year,75+,Southern HSCT,54
Blood Leukaemia,Female,25-year,75+,Western HSCT,47
Blood Lymphoma,Female,25-year,0-54,Belfast HSCT,80
Blood Lymphoma,Female,25-year,0-54,Northern HSCT,119
Blood Lymphoma,Female,25-year,0-54,South Eastern HSCT,92
Blood Lymphoma,Female,25-year,0-54,Southern HSCT,80
Blood Lymphoma,Female,25-year,0-54,Western HSCT,68
Blood Lymphoma,Female,25-year,55-64,Belfast HSCT,57
Blood Lymphoma,Female,25-year,55-64,Northern HSCT,87
Blood Lymphoma,Female,25-year,55-64,South Eastern HSCT,50
Blood Lymphoma,Female,25-year,55-64,Southern HSCT,75
Blood Lymphoma,Female,25-year,55-64,Western HSCT,49
Blood Lymphoma,Female,25-year,65-74,Belfast HSCT,77
Blood Lymphoma,Female,25-year,65-74,Northern HSCT,117
Blood Lymphoma,Female,25-year,65-74,South Eastern HSCT,81
Blood Lymphoma,Female,25-year,65-74,Southern HSCT,90
Blood Lymphoma,Female,25-year,65-74,Western HSCT,67
Blood Lymphoma,Female,25-year,75+,Belfast HSCT,122
Blood Lymphoma,Female,25-year,75+,Northern HSCT,187
Blood Lymphoma,Female,25-year,75+,South Eastern HSCT,131
Blood Lymphoma,Female,25-year,75+,Southern HSCT,141
Blood Lymphoma,Female,25-year,75+,Western HSCT,107
Blood Multiple Myeloma,Female,25-year,0-54,Belfast HSCT,5
Blood Multiple Myeloma,Female,25-year,0-54,Northern HSCT,8
Blood Multiple Myeloma,Female,25-year,0-54,South Eastern HSCT,6
Blood Multiple Myeloma,Female,25-year,0-54,Southern HSCT,7
Blood Multiple Myeloma,Female,25-year,0-54,Western HSCT,5
Blood Multiple Myeloma,Female,25-year,55-64,Belfast HSCT,14
Blood Multiple Myeloma,Female,25-year,55-64,Northern HSCT,21
Blood Multiple Myeloma,Female,25-year,55-64,South Eastern HSCT,16
Blood Multiple Myeloma,Female,25-year,55-64,Southern HSCT,18
Blood Multiple Myeloma,Female,25-year,55-64,Western HSCT,12
Blood Multiple Myeloma,Female,25-year,65-74,Belfast HSCT,18
Blood Multiple Myeloma,Female,25-year,65-74,Northern HSCT,27
Blood Multiple Myeloma,Female,25-year,65-74,South Eastern HSCT,20
Blood Multiple Myeloma,Female,25-year,65-74,Southern HSCT,24
Blood Multiple Myeloma,Female,25-year,65-74,Western HSCT,16
Blood Multiple Myeloma,Female,25-year,75+,Belfast HSCT,32
Blood Multiple Myeloma,Female,25-year,75+,Northern HSCT,48
Blood Multiple Myeloma,Female,25-year,75+,South Eastern HSCT,36
Blood Multiple Myeloma,Female,25-year,75+,Southern HSCT,41
Blood Multiple Myeloma,Female,25-year,75+,Western HSCT,28
Brain Cancer,Female,25-year,0-54,Belfast HSCT,40
Brain Cancer,Female,25-year,0-54,Northern HSCT,42
Brain Cancer,Female,25-year,0-54,South Eastern HSCT,37
Brain Cancer,Female,25-year,0-54,Southern HSCT,39
Brain Cancer,Female,25-year,0-54,Western HSCT,32
Brain Cancer,Female,25-year,55-64,Belfast HSCT,8
Brain Cancer,Female,25-year,55-64,Northern HSCT,14
Brain Cancer,Female,25-year,55-64,South Eastern HSCT,20
Brain Cancer,Female,25-year,55-64,Southern HSCT,0
Brain Cancer,Female,25-year,55-64,Western HSCT,8
Brain Cancer,Female,25-year,65-74,Belfast HSCT,6
Brain Cancer,Female,25-year,65-74,Northern HSCT,9
Brain Cancer,Female,25-year,65-74,South Eastern HSCT,-3
Brain Cancer,Female,25-year,65-74,Southern HSCT,17
Brain Cancer,Female,25-year,65-74,Western HSCT,5
Brain Cancer,Female,25-year,75+,Belfast HSCT,-7
Brain Cancer,Female,25-year,75+,Northern HSCT,15
Brain Cancer,Female,25-year,75+,South Eastern HSCT,2
Brain Cancer,Female,25-year,75+,Southern HSCT,3
Brain Cancer,Female,25-year,75+,Western HSCT,2
Colorectal Cancer,Female,25-year,0-54,Belfast HSCT,84
Colorectal Cancer,Female,25-year,0-54,Northern HSCT,95
Colorectal Cancer,Female,25-year,0-54,South Eastern HSCT,58
Colorectal Cancer,Female,25-year,0-54,Southern HSCT,66
Colorectal Cancer,Female,25-year,0-54,Western HSCT,60
Colorectal Cancer,Female,25-year,55-64,Belfast HSCT,119
Colorectal Cancer,Female,25-year,55-64,Northern HSCT,193
Colorectal Cancer,Female,25-year,55-64,South Eastern HSCT,143
Colorectal Cancer,Female,25-year,55-64,Southern HSCT,123
Colorectal Cancer,Female,25-year,55-64,Western HSCT,91
Colorectal Cancer,Female,25-year,65-74,Belfast HSCT,199
Colorectal Cancer,Female,25-year,65-74,Northern HSCT,272
Colorectal Cancer,Female,25-year,65-74,South Eastern HSCT,240
Colorectal Cancer,Female,25-year,65-74,Southern HSCT,207
Colorectal Cancer,Female,25-year,65-74,Western HSCT,205
Colorectal Cancer,Female,25-year,75+,Belfast HSCT,367
Colorectal Cancer,Female,25-year,75+,Northern HSCT,561
Colorectal Cancer,Female,25-year,75+,South Eastern HSCT,482
Colorectal Cancer,Female,25-year,75+,Southern HSCT,398
Colorectal Cancer,Female,25-year,75+,Western HSCT,358
Gallbladder And Other Biliary Cancer,Female,25-year,0-54,Belfast HSCT,1
Gallbladder And Other Biliary Cancer,Female,25-year,0-54,Northern HSCT,1
Gallbladder And Other Biliary Cancer,Female,25-year,0-54,South Eastern HSCT,2
Gallbladder And Other Biliary Cancer,Female,25-year,0-54,Southern HSCT,2
Gallbladder And Other Biliary Cancer,Female,25-year,0-54,Western HSCT,1
Gallbladder And Other Biliary Cancer,Female,25-year,55-64,Belfast HSCT,2
Gallbladder And Other Biliary Cancer,Female,25-year,55-64,Northern HSCT,3
Gallbladder And Other Biliary Cancer,Female,25-year,55-64,South Eastern HSCT,4
Gallbladder And Other Biliary Cancer,Female,25-year,55-64,Southern HSCT,4
Gallbladder And Other Biliary Cancer,Female,25-year,55-64,Western HSCT,1
Gallbladder And Other Biliary Cancer,Female,25-year,65-74,Belfast HSCT,5
Gallbladder And Other Biliary Cancer,Female,25-year,65-74,Northern HSCT,5
Gallbladder And Other Biliary Cancer,Female,25-year,65-74,South Eastern HSCT,8
Gallbladder And Other Biliary Cancer,Female,25-year,65-74,Southern HSCT,8
Gallbladder And Other Biliary Cancer,Female,25-year,65-74,Western HSCT,3
Gallbladder And Other Biliary Cancer,Female,25-year,75+,Belfast HSCT,8
Gallbladder And Other Biliary Cancer,Female,25-year,75+,Northern HSCT,9
Gallbladder And Other Biliary Cancer,Female,25-year,75+,South Eastern HSCT,13
Gallbladder And Other Biliary Cancer,Female,25-year,75+,Southern HSCT,14
Gallbladder And Other Biliary Cancer,Female,25-year,75+,Western HSCT,5
Kidney Cancer,Female,25-year,0-54,Belfast HSCT,33
Kidney Cancer,Female,25-year,0-54,Northern HSCT,45
Kidney Cancer,Female,25-year,0-54,South Eastern HSCT,28
Kidney Cancer,Female,25-year,0-54,Southern HSCT,28
Kidney Cancer,Female,25-year,0-54,Western HSCT,24
Kidney Cancer,Female,25-year,55-64,Belfast HSCT,37
Kidney Cancer,Female,25-year,55-64,Northern HSCT,50
Kidney Cancer,Female,25-year,55-64,South Eastern HSCT,30
Kidney Cancer,Female,25-year,55-64,Southern HSCT,31
Kidney Cancer,Female,25-year,55-64,Western HSCT,30
Kidney Cancer,Female,25-year,65-74,Belfast HSCT,55
Kidney Cancer,Female,25-year,65-74,Northern HSCT,75
Kidney Cancer,Female,25-year,65-74,South Eastern HSCT,45
Kidney Cancer,Female,25-year,65-74,Southern HSCT,47
Kidney Cancer,Female,25-year,65-74,Western HSCT,43
Kidney Cancer,Female,25-year,75+,Belfast HSCT,78
Kidney Cancer,Female,25-year,75+,Northern HSCT,108
Kidney Cancer,Female,25-year,75+,South Eastern HSCT,69
Kidney Cancer,Female,25-year,75+,Southern HSCT,67
Kidney Cancer,Female,25-year,75+,Western HSCT,61
Liver Cancer,Female,25-year,0-54,Belfast HSCT,4
Liver Cancer,Female,25-year,0-54,Northern HSCT,5
Liver Cancer,Female,25-year,0-54,South Eastern HSCT,4
Liver Cancer,Female,25-year,0-54,Southern HSCT,3
Liver Cancer,Female,25-year,0-54,Western HSCT,3
Liver Cancer,Female,25-year,55-64,Belfast HSCT,3
Liver Cancer,Female,25-year,55-64,Northern HSCT,4
Liver Cancer,Female,25-year,55-64,South Eastern HSCT,3
Liver Cancer,Female,25-year,55-64,Southern HSCT,2
Liver Cancer,Female,25-year,55-64,Western HSCT,2
Liver Cancer,Female,25-year,65-74,Belfast HSCT,5
Liver Cancer,Female,25-year,65-74,Northern HSCT,7
Liver Cancer,Female,25-year,65-74,South Eastern HSCT,5
Liver Cancer,Female,25-year,65-74,Southern HSCT,4
Liver Cancer,Female,25-year,65-74,Western HSCT,4
Liver Cancer,Female,25-year,75+,Belfast HSCT,6
Liver Cancer,Female,25-year,75+,Northern HSCT,7
Liver Cancer,Female,25-year,75+,South Eastern HSCT,6
Liver Cancer,Female,25-year,75+,Southern HSCT,4
Liver Cancer,Female,25-year,75+,Western HSCT,5
Lung Cancer,Female,25-year,0-54,Belfast HSCT,18
Lung Cancer,Female,25-year,0-54,Northern HSCT,22
Lung Cancer,Female,25-year,0-54,South Eastern HSCT,15
Lung Cancer,Female,25-year,0-54,Southern HSCT,16
Lung Cancer,Female,25-year,0-54,Western HSCT,16
Lung Cancer,Female,25-year,55-64,Belfast HSCT,53
Lung Cancer,Female,25-year,55-64,Northern HSCT,64
Lung Cancer,Female,25-year,55-64,South Eastern HSCT,44
Lung Cancer,Female,25-year,55-64,Southern HSCT,43
Lung Cancer,Female,25-year,55-64,Western HSCT,45
Lung Cancer,Female,25-year,65-74,Belfast HSCT,117
Lung Cancer,Female,25-year,65-74,Northern HSCT,140
Lung Cancer,Female,25-year,65-74,South Eastern HSCT,97
Lung Cancer,Female,25-year,65-74,Southern HSCT,93
Lung Cancer,Female,25-year,65-74,Western HSCT,103
Lung Cancer,Female,25-year,75+,Belfast HSCT,138
Lung Cancer,Female,25-year,75+,Northern HSCT,166
Lung Cancer,Female,25-year,75+,South Eastern HSCT,115
Lung Cancer,Female,25-year,75+,Southern HSCT,112
Lung Cancer,Female,25-year,75+,Western HSCT,120
Oesophageal Cancer,Female,25-year,0-54,Belfast HSCT,1
Oesophageal Cancer,Female,25-year,0-54,Northern HSCT,-1
Oesophageal Cancer,Female,25-year,0-54,South Eastern HSCT,1
Oesophageal Cancer,Female,25-year,0-54,Southern HSCT,2
Oesophageal Cancer,Female,25-year,0-54,Western HSCT,1
Oesophageal Cancer,Female,25-year,55-64,Belfast HSCT,7
Oesophageal Cancer,Female,25-year,55-64,Northern HSCT,11
Oesophageal Cancer,Female,25-year,55-64,South Eastern HSCT,7
Oesophageal Cancer,Female,25-year,55-64,Southern HSCT,7
Oesophageal Cancer,Female,25-year,55-64,Western HSCT,8
Oesophageal Cancer,Female,25-year,65-74,Belfast HSCT,11
Oesophageal Cancer,Female,25-year,65-74,Northern HSCT,17
Oesophageal Cancer,Female,25-year,65-74,South Eastern HSCT,11
Oesophageal Cancer,Female,25-year,65-74,Southern HSCT,11
Oesophageal Cancer,Female,25-year,65-74,Western HSCT,12
Oesophageal Cancer,Female,25-year,75+,Belfast HSCT,17
Oesophageal Cancer,Female,25-year,75+,Northern HSCT,32
Oesophageal Cancer,Female,25-year,75+,South Eastern HSCT,18
Oesophageal Cancer,Female,25-year,75+,Southern HSCT,19
Oesophageal Cancer,Female,25-year,75+,Western HSCT,20
Oral Cancer,Female,25-year,0-54,Belfast HSCT,23
Oral Cancer,Female,25-year,0-54,Northern HSCT,29
Oral Cancer,Female,25-year,0-54,South Eastern HSCT,30
Oral Cancer,Female,25-year,0-54,Southern HSCT,20
Oral Cancer,Female,25-year,0-54,Western HSCT,21
Oral Cancer,Female,25-year,55-64,Belfast HSCT,30
Oral Cancer,Female,25-year,55-64,Northern HSCT,39
Oral Cancer,Female,25-year,55-64,South Eastern HSCT,39
Oral Cancer,Female,25-year,55-64,Southern HSCT,26
Oral Cancer,Female,25-year,55-64,Western HSCT,28
Oral Cancer,Female,25-year,65-74,Belfast HSCT,31
Oral Cancer,Female,25-year,65-74,Northern HSCT,39
Oral Cancer,Female,25-year,65-74,South Eastern HSCT,39
Oral Cancer,Female,25-year,65-74,Southern HSCT,27
Oral Cancer,Female,25-year,65-74,Western HSCT,28
Oral Cancer,Female,25-year,75+,Belfast HSCT,28
Oral Cancer,Female,25-year,75+,Northern HSCT,35
Oral Cancer,Female,25-year,75+,South Eastern HSCT,35
Oral Cancer,Female,25-year,75+,Southern HSCT,24
Oral Cancer,Female,25-year,75+,Western HSCT,25
Pancreatic Cancer,Female,25-year,0-54,Belfast HSCT,4
Pancreatic Cancer,Female,25-year,0-54,Northern HSCT,3
Pancreatic Cancer,Female,25-year,0-54,South Eastern HSCT,6
Pancreatic Cancer,Female,25-year,0-54,Southern HSCT,3
Pancreatic Cancer,Female,25-year,0-54,Western HSCT,3
Pancreatic Cancer,Female,25-year,55-64,Belfast HSCT,2
Pancreatic Cancer,Female,25-year,55-64,Northern HSCT,5
Pancreatic Cancer,Female,25-year,55-64,South Eastern HSCT,6
Pancreatic Cancer,Female,25-year,55-64,Southern HSCT,4
Pancreatic Cancer,Female,25-year,55-64,Western HSCT,4
Pancreatic Cancer,Female,25-year,65-74,Belfast HSCT,10
Pancreatic Cancer,Female,25-year,65-74,Northern HSCT,15
Pancreatic Cancer,Female,25-year,65-74,South Eastern HSCT,18
Pancreatic Cancer,Female,25-year,65-74,Southern HSCT,11
Pancreatic Cancer,Female,25-year,65-74,Western HSCT,10
Pancreatic Cancer,Female,25-year,75+,Belfast HSCT,9
Pancreatic Cancer,Female,25-year,75+,Northern HSCT,13
Pancreatic Cancer,Female,25-year,75+,South Eastern HSCT,17
Pancreatic Cancer,Female,25-year,75+,Southern HSCT,10
Pancreatic Cancer,Female,25-year,75+,Western HSCT,12
Stomach Cancer,Female,25-year,0-54,Belfast HSCT,-14
Stomach Cancer,Female,25-year,0-54,Northern HSCT,7
Stomach Cancer,Female,25-year,0-54,South Eastern HSCT,5
Stomach Cancer,Female,25-year,0-54,Southern HSCT,26
Stomach Cancer,Female,25-year,0-54,Western HSCT,5
Stomach Cancer,Female,25-year,55-64,Belfast HSCT,8
Stomach Cancer,Female,25-year,55-64,Northern HSCT,7
Stomach Cancer,Female,25-year,55-64,South Eastern HSCT,7
Stomach Cancer,Female,25-year,55-64,Southern HSCT,7
Stomach Cancer,Female,25-year,55-64,Western HSCT,7
Stomach Cancer,Female,25-year,65-74,Belfast HSCT,32
Stomach Cancer,Female,25-year,65-74,Northern HSCT,12
Stomach Cancer,Female,25-year,65-74,South Eastern HSCT,10
Stomach Cancer,Female,25-year,65-74,Southern HSCT,-10
Stomach Cancer,Female,25-year,65-74,Western HSCT,10
Stomach Cancer,Female,25-year,75+,Belfast HSCT,29
Stomach Cancer,Female,25-year,75+,Northern HSCT,31
Stomach Cancer,Female,25-year,75+,South Eastern HSCT,25
Stomach Cancer,Female,25-year,75+,Southern HSCT,26
Stomach Cancer,Female,25-year,75+,Western HSCT,25
All Cancers,All,10-year,0-54,Belfast HSCT,2118
All Cancers,All,10-year,0-54,Northern HSCT,3113
All Cancers,All,10-year,0-54,South Eastern HSCT,2549
All Cancers,All,10-year,0-54,Southern HSCT,2224
All Cancers,All,10-year,0-54,Western HSCT,1852
All Cancers,All,10-year,55-64,Belfast HSCT,2466
All Cancers,All,10-year,55-64,Northern HSCT,3626
All Cancers,All,10-year,55-64,South Eastern HSCT,2968
All Cancers,All,10-year,55-64,Southern HSCT,2591
All Cancers,All,10-year,55-64,Western HSCT,2157
All Cancers,All,10-year,65-74,Belfast HSCT,3503
All Cancers,All,10-year,65-74,Northern HSCT,5150
All Cancers,All,10-year,65-74,South Eastern HSCT,4216
All Cancers,All,10-year,65-74,Southern HSCT,3680
All Cancers,All,10-year,65-74,Western HSCT,3064
All Cancers,All,10-year,75+,Belfast HSCT,4854
All Cancers,All,10-year,75+,Northern HSCT,7136
All Cancers,All,10-year,75+,South Eastern HSCT,5842
All Cancers,All,10-year,75+,Southern HSCT,5098
All Cancers,All,10-year,75+,Western HSCT,4246
Bladder Cancer,All,10-year,0-54,Belfast HSCT,8
Bladder Cancer,All,10-year,0-54,Northern HSCT,11
Bladder Cancer,All,10-year,0-54,South Eastern HSCT,9
Bladder Cancer,All,10-year,0-54,Southern HSCT,8
Bladder Cancer,All,10-year,0-54,Western HSCT,7
Bladder Cancer,All,10-year,55-64,Belfast HSCT,30
Bladder Cancer,All,10-year,55-64,Northern HSCT,39
Bladder Cancer,All,10-year,55-64,South Eastern HSCT,33
Bladder Cancer,All,10-year,55-64,Southern HSCT,21
Bladder Cancer,All,10-year,55-64,Western HSCT,25
Bladder Cancer,All,10-year,65-74,Belfast HSCT,56
Bladder Cancer,All,10-year,65-74,Northern HSCT,76
Bladder Cancer,All,10-year,65-74,South Eastern HSCT,65
Bladder Cancer,All,10-year,65-74,Southern HSCT,43
Bladder Cancer,All,10-year,65-74,Western HSCT,49
Bladder Cancer,All,10-year,75+,Belfast HSCT,107
Bladder Cancer,All,10-year,75+,Northern HSCT,145
Bladder Cancer,All,10-year,75+,South Eastern HSCT,120
Bladder Cancer,All,10-year,75+,Southern HSCT,85
Bladder Cancer,All,10-year,75+,Western HSCT,92
Blood Leukaemia,All,10-year,0-54,Belfast HSCT,71
Blood Leukaemia,All,10-year,0-54,Northern HSCT,102
Blood Leukaemia,All,10-year,0-54,South Eastern HSCT,85
Blood Leukaemia,All,10-year,0-54,Southern HSCT,76
Blood Leukaemia,All,10-year,0-54,Western HSCT,61
Blood Leukaemia,All,10-year,55-64,Belfast HSCT,42
Blood Leukaemia,All,10-year,55-64,Northern HSCT,61
Blood Leukaemia,All,10-year,55-64,South Eastern HSCT,52
Blood Leukaemia,All,10-year,55-64,Southern HSCT,46
Blood Leukaemia,All,10-year,55-64,Western HSCT,36
Blood Leukaemia,All,10-year,65-74,Belfast HSCT,53
Blood Leukaemia,All,10-year,65-74,Northern HSCT,91
Blood Leukaemia,All,10-year,65-74,South Eastern HSCT,75
Blood Leukaemia,All,10-year,65-74,Southern HSCT,68
Blood Leukaemia,All,10-year,65-74,Western HSCT,64
Blood Leukaemia,All,10-year,75+,Belfast HSCT,84
Blood Leukaemia,All,10-year,75+,Northern HSCT,107
Blood Leukaemia,All,10-year,75+,South Eastern HSCT,88
Blood Leukaemia,All,10-year,75+,Southern HSCT,80
Blood Leukaemia,All,10-year,75+,Western HSCT,53
Blood Lymphoma,All,10-year,0-54,Belfast HSCT,107
Blood Lymphoma,All,10-year,0-54,Northern HSCT,172
Blood Lymphoma,All,10-year,0-54,South Eastern HSCT,127
Blood Lymphoma,All,10-year,0-54,Southern HSCT,122
Blood Lymphoma,All,10-year,0-54,Western HSCT,99
Blood Lymphoma,All,10-year,55-64,Belfast HSCT,81
Blood Lymphoma,All,10-year,55-64,Northern HSCT,130
Blood Lymphoma,All,10-year,55-64,South Eastern HSCT,96
Blood Lymphoma,All,10-year,55-64,Southern HSCT,93
Blood Lymphoma,All,10-year,55-64,Western HSCT,75
Blood Lymphoma,All,10-year,65-74,Belfast HSCT,106
Blood Lymphoma,All,10-year,65-74,Northern HSCT,171
Blood Lymphoma,All,10-year,65-74,South Eastern HSCT,126
Blood Lymphoma,All,10-year,65-74,Southern HSCT,122
Blood Lymphoma,All,10-year,65-74,Western HSCT,98
Blood Lymphoma,All,10-year,75+,Belfast HSCT,139
Blood Lymphoma,All,10-year,75+,Northern HSCT,224
Blood Lymphoma,All,10-year,75+,South Eastern HSCT,166
Blood Lymphoma,All,10-year,75+,Southern HSCT,159
Blood Lymphoma,All,10-year,75+,Western HSCT,129
Blood Multiple Myeloma,All,10-year,0-54,Belfast HSCT,12
Blood Multiple Myeloma,All,10-year,0-54,Northern HSCT,19
Blood Multiple Myeloma,All,10-year,0-54,South Eastern HSCT,13
Blood Multiple Myeloma,All,10-year,0-54,Southern HSCT,17
Blood Multiple Myeloma,All,10-year,0-54,Western HSCT,12
Blood Multiple Myeloma,All,10-year,55-64,Belfast HSCT,27
Blood Multiple Myeloma,All,10-year,55-64,Northern HSCT,43
Blood Multiple Myeloma,All,10-year,55-64,South Eastern HSCT,29
Blood Multiple Myeloma,All,10-year,55-64,Southern HSCT,39
Blood Multiple Myeloma,All,10-year,55-64,Western HSCT,27
Blood Multiple Myeloma,All,10-year,65-74,Belfast HSCT,42
Blood Multiple Myeloma,All,10-year,65-74,Northern HSCT,67
Blood Multiple Myeloma,All,10-year,65-74,South Eastern HSCT,46
Blood Multiple Myeloma,All,10-year,65-74,Southern HSCT,61
Blood Multiple Myeloma,All,10-year,65-74,Western HSCT,41
Blood Multiple Myeloma,All,10-year,75+,Belfast HSCT,55
Blood Multiple Myeloma,All,10-year,75+,Northern HSCT,89
Blood Multiple Myeloma,All,10-year,75+,South Eastern HSCT,61
Blood Multiple Myeloma,All,10-year,75+,Southern HSCT,80
Blood Multiple Myeloma,All,10-year,75+,Western HSCT,55
Brain Cancer,All,10-year,0-54,Belfast HSCT,51
Brain Cancer,All,10-year,0-54,Northern HSCT,79
Brain Cancer,All,10-year,0-54,South Eastern HSCT,59
Brain Cancer,All,10-year,0-54,Southern HSCT,44
Brain Cancer,All,10-year,0-54,Western HSCT,38
Brain Cancer,All,10-year,55-64,Belfast HSCT,12
Brain Cancer,All,10-year,55-64,Northern HSCT,16
Brain Cancer,All,10-year,55-64,South Eastern HSCT,24
Brain Cancer,All,10-year,55-64,Southern HSCT,13
Brain Cancer,All,10-year,55-64,Western HSCT,-1
Brain Cancer,All,10-year,65-74,Belfast HSCT,8
Brain Cancer,All,10-year,65-74,Northern HSCT,1
Brain Cancer,All,10-year,65-74,South Eastern HSCT,9
Brain Cancer,All,10-year,65-74,Southern HSCT,19
Brain Cancer,All,10-year,65-74,Western HSCT,6
Brain Cancer,All,10-year,75+,Belfast HSCT,4
Brain Cancer,All,10-year,75+,Northern HSCT,5
Brain Cancer,All,10-year,75+,South Eastern HSCT,-6
Brain Cancer,All,10-year,75+,Southern HSCT,4
Brain Cancer,All,10-year,75+,Western HSCT,13
Colorectal Cancer,All,10-year,0-54,Belfast HSCT,102
Colorectal Cancer,All,10-year,0-54,Northern HSCT,145
Colorectal Cancer,All,10-year,0-54,South Eastern HSCT,123
Colorectal Cancer,All,10-year,0-54,Southern HSCT,111
Colorectal Cancer,All,10-year,0-54,Western HSCT,99
Colorectal Cancer,All,10-year,55-64,Belfast HSCT,214
Colorectal Cancer,All,10-year,55-64,Northern HSCT,304
Colorectal Cancer,All,10-year,55-64,South Eastern HSCT,258
Colorectal Cancer,All,10-year,55-64,Southern HSCT,232
Colorectal Cancer,All,10-year,55-64,Western HSCT,208
Colorectal Cancer,All,10-year,65-74,Belfast HSCT,333
Colorectal Cancer,All,10-year,65-74,Northern HSCT,474
Colorectal Cancer,All,10-year,65-74,South Eastern HSCT,402
Colorectal Cancer,All,10-year,65-74,Southern HSCT,362
Colorectal Cancer,All,10-year,65-74,Western HSCT,323
Colorectal Cancer,All,10-year,75+,Belfast HSCT,490
Colorectal Cancer,All,10-year,75+,Northern HSCT,697
Colorectal Cancer,All,10-year,75+,South Eastern HSCT,592
Colorectal Cancer,All,10-year,75+,Southern HSCT,532
Colorectal Cancer,All,10-year,75+,Western HSCT,475
Female Breast Cancer,All,10-year,0-54,Belfast HSCT,476
Female Breast Cancer,All,10-year,0-54,Northern HSCT,671
Female Breast Cancer,All,10-year,0-54,South Eastern HSCT,530
Female Breast Cancer,All,10-year,0-54,Southern HSCT,502
Female Breast Cancer,All,10-year,0-54,Western HSCT,424
Female Breast Cancer,All,10-year,55-64,Belfast HSCT,540
Female Breast Cancer,All,10-year,55-64,Northern HSCT,762
Female Breast Cancer,All,10-year,55-64,South Eastern HSCT,601
Female Breast Cancer,All,10-year,55-64,Southern HSCT,569
Female Breast Cancer,All,10-year,55-64,Western HSCT,482
Female Breast Cancer,All,10-year,65-74,Belfast HSCT,520
