sex,age,deprivation,hsct,geo,smoking,probability
Females,55-64,Quintile 2,NHSCT,Mixed,never_smoked,6.549868681563876e-4
Males,65-74,Quintile 2,NHSCT,Mixed,never_smoked,4.942173641543652e-4
Females,65-74,Quintile 2,NHSCT,Mixed,never_smoked,6.192603117114942e-4
Males,75-110,Quintile 2,NHSCT,Mixed,never_smoked,5.12080642376812e-4
Females,75-110,Quintile 2,NHSCT,Mixed,never_smoked,7.502576853427715e-4
Males,16-34,Quintile 3,NHSCT,Mixed,never_smoked,6.923806639020435e-4
Females,16-34,Quintile 3,NHSCT,Mixed,never_smoked,8.077774412190506e-4
Males,35-44,Quintile 3,NHSCT,Mixed,never_smoked,6.652284810039241e-4
Females,35-44,Quintile 3,NHSCT,Mixed,never_smoked,7.534730754228123e-4
Males,45-54,Quintile 3,NHSCT,Mixed,never_smoked,6.584404352793946e-4
Females,45-54,Quintile 3,NHSCT,Mixed,never_smoked,7.127448010756332e-4
Males,55-64,Quintile 3,NHSCT,Mixed,never_smoked,6.720165267284539e-4
Females,55-64,Quintile 3,NHSCT,Mixed,never_smoked,7.466850296982821e-4
Males,65-74,Quintile 3,NHSCT,Mixed,never_smoked,5.634077951359764e-4
Females,65-74,Quintile 3,NHSCT,Mixed,never_smoked,7.059567553511036e-4
Males,75-110,Quintile 3,NHSCT,Mixed,never_smoked,5.837719323095659e-4
Females,75-110,Quintile 3,NHSCT,Mixed,never_smoked,8.552937612907598e-4
Males,16-34,Quintile 4,NHSCT,Mixed,never_smoked,6.984541784976749e-4
Females,16-34,Quintile 4,NHSCT,Mixed,never_smoked,8.148632082472873e-4
Males,35-44,Quintile 4,NHSCT,Mixed,never_smoked,6.710638185565897e-4
Females,35-44,Quintile 4,NHSCT,Mixed,never_smoked,7.600824883651168e-4
Males,45-54,Quintile 4,NHSCT,Mixed,never_smoked,6.642162285713185e-4
Females,45-54,Quintile 4,NHSCT,Mixed,never_smoked,7.18996948453489e-4
Males,55-64,Quintile 4,NHSCT,Mixed,never_smoked,6.779114085418607e-4
Females,55-64,Quintile 4,NHSCT,Mixed,never_smoked,7.532348983798451e-4
Males,65-74,Quintile 4,NHSCT,Mixed,never_smoked,5.683499687775197e-4
Females,65-74,Quintile 4,NHSCT,Mixed,never_smoked,7.121493584682177e-4
Males,75-110,Quintile 4,NHSCT,Mixed,never_smoked,5.888927387333334e-4
Females,75-110,Quintile 4,NHSCT,Mixed,never_smoked,8.62796338144187e-4
Males,16-34,Least Deprived,NHSCT,Mixed,never_smoked,6.802336347107798e-4
Females,16-34,Least Deprived,NHSCT,Mixed,never_smoked,7.936059071625758e-4
Males,35-44,Least Deprived,NHSCT,Mixed,never_smoked,6.53557805898592e-4
Females,35-44,Least Deprived,NHSCT,Mixed,never_smoked,7.402542495382016e-4
Males,45-54,Least Deprived,NHSCT,Mixed,never_smoked,6.468888486955457e-4
Females,45-54,Least Deprived,NHSCT,Mixed,never_smoked,7.002405063199201e-4
Males,55-64,Least Deprived,NHSCT,Mixed,never_smoked,6.602267631016389e-4
Females,55-64,Least Deprived,NHSCT,Mixed,never_smoked,7.335852923351545e-4
Males,65-74,Least Deprived,NHSCT,Mixed,never_smoked,5.535234478528894e-4
Females,65-74,Least Deprived,NHSCT,Mixed,never_smoked,6.935715491168735e-4
Males,75-110,Least Deprived,NHSCT,Mixed,never_smoked,5.735303194620299e-4
Females,75-110,Least Deprived,NHSCT,Mixed,never_smoked,8.402886075839043e-4
Males,16-34,Most Deprived,SEHSCT,Mixed,never_smoked,4.5009081378343945e-4
Females,16-34,Most Deprived,SEHSCT,Mixed,never_smoked,5.251059494140126e-4
Males,35-44,Most Deprived,SEHSCT,Mixed,never_smoked,4.324401936350693e-4
Females,35-44,Most Deprived,SEHSCT,Mixed,never_smoked,4.898047091172724e-4
Males,45-54,Most Deprived,SEHSCT,Mixed,never_smoked,4.2802753859797686e-4
Females,45-54,Most Deprived,SEHSCT,Mixed,never_smoked,4.6332877889471716e-4
Males,55-64,Most Deprived,SEHSCT,Mixed,never_smoked,4.3685284867216184e-4
Females,55-64,Most Deprived,SEHSCT,Mixed,never_smoked,4.8539205408017953e-4
Males,65-74,Most Deprived,SEHSCT,Mixed,never_smoked,3.6625036807868107e-4
Females,65-74,Most Deprived,SEHSCT,Mixed,never_smoked,4.589161238576246e-4
Males,75-110,Most Deprived,SEHSCT,Mixed,never_smoked,3.794883331899586e-4
Females,75-110,Most Deprived,SEHSCT,Mixed,never_smoked,5.559945346736605e-4
Males,16-34,Quintile 2,SEHSCT,Mixed,never_smoked,5.422780888957106e-4
Females,16-34,Quintile 2,SEHSCT,Mixed,never_smoked,6.326577703783283e-4
Males,35-44,Quintile 2,SEHSCT,Mixed,never_smoked,5.210122814880354e-4
Females,35-44,Quintile 2,SEHSCT,Mixed,never_smoked,5.90126155562979e-4
Males,45-54,Quintile 2,SEHSCT,Mixed,never_smoked,5.156958296361169e-4
Females,45-54,Quintile 2,SEHSCT,Mixed,never_smoked,5.582274444514666e-4
Males,55-64,Quintile 2,SEHSCT,Mixed,never_smoked,5.263287333399539e-4
Females,55-64,Quintile 2,SEHSCT,Mixed,never_smoked,5.848097037110602e-4
Males,65-74,Quintile 2,SEHSCT,Mixed,never_smoked,4.4126550370925447e-4
Females,65-74,Quintile 2,SEHSCT,Mixed,never_smoked,5.529109925995478e-4
Males,75-110,Quintile 2,SEHSCT,Mixed,never_smoked,4.572148592650106e-4
Females,75-110,Quintile 2,SEHSCT,Mixed,never_smoked,6.698729333417598e-4
Males,16-34,Quintile 3,SEHSCT,Mixed,never_smoked,6.181970213411099e-4
Females,16-34,Quintile 3,SEHSCT,Mixed,never_smoked,7.212298582312946e-4
Males,35-44,Quintile 3,SEHSCT,Mixed,never_smoked,5.939540008963603e-4
Females,35-44,Quintile 3,SEHSCT,Mixed,never_smoked,6.727438173417962e-4
Males,45-54,Quintile 3,SEHSCT,Mixed,never_smoked,5.878932457851732e-4
Females,45-54,Quintile 3,SEHSCT,Mixed,never_smoked,6.363792866746721e-4
Males,55-64,Quintile 3,SEHSCT,Mixed,never_smoked,6.000147560075479e-4
Females,55-64,Quintile 3,SEHSCT,Mixed,never_smoked,6.666830622306084e-4
Males,65-74,Quintile 3,SEHSCT,Mixed,never_smoked,5.030426742285504e-4
Females,65-74,Quintile 3,SEHSCT,Mixed,never_smoked,6.303185315634848e-4
Males,75-110,Quintile 3,SEHSCT,Mixed,never_smoked,5.21224939562112e-4
Females,75-110,Quintile 3,SEHSCT,Mixed,never_smoked,7.636551440096065e-4
Males,16-34,Quintile 4,SEHSCT,Mixed,never_smoked,6.236198022300666e-4
Females,16-34,Quintile 4,SEHSCT,Mixed,never_smoked,7.275564359350774e-4
Males,35-44,Quintile 4,SEHSCT,Mixed,never_smoked,5.991641237112403e-4
Females,35-44,Quintile 4,SEHSCT,Mixed,never_smoked,6.786450788974253e-4
Males,45-54,Quintile 4,SEHSCT,Mixed,never_smoked,5.930502040815341e-4
Females,45-54,Quintile 4,SEHSCT,Mixed,never_smoked,6.419615611191863e-4
Males,55-64,Quintile 4,SEHSCT,Mixed,never_smoked,6.052780433409469e-4
Females,55-64,Quintile 4,SEHSCT,Mixed,never_smoked,6.725311592677186e-4
Males,65-74,Quintile 4,SEHSCT,Mixed,never_smoked,5.074553292656424e-4
Females,65-74,Quintile 4,SEHSCT,Mixed,never_smoked,6.358476414894796e-4
Males,75-110,Quintile 4,SEHSCT,Mixed,never_smoked,5.257970881547619e-4
Females,75-110,Quintile 4,SEHSCT,Mixed,never_smoked,7.703538733430232e-4
Males,16-34,Least Deprived,SEHSCT,Mixed,never_smoked,6.073514595631957e-4
Females,16-34,Least Deprived,SEHSCT,Mixed,never_smoked,7.085767028237279e-4
Males,35-44,Least Deprived,SEHSCT,Mixed,never_smoked,5.835337552665997e-4
Females,35-44,Least Deprived,SEHSCT,Mixed,never_smoked,6.609412942305367e-4
Males,45-54,Least Deprived,SEHSCT,Mixed,never_smoked,5.77579329192451e-4
Females,45-54,Least Deprived,SEHSCT,Mixed,never_smoked,6.252147377856427e-4
Males,55-64,Least Deprived,SEHSCT,Mixed,never_smoked,5.894881813407488e-4
Females,55-64,Least Deprived,SEHSCT,Mixed,never_smoked,6.549868681563873e-4
Males,65-74,Least Deprived,SEHSCT,Mixed,never_smoked,4.942173641543651e-4
Females,65-74,Least Deprived,SEHSCT,Mixed,never_smoked,6.192603117114937e-4
Males,75-110,Least Deprived,SEHSCT,Mixed,never_smoked,5.120806423768118e-4
Females,75-110,Least Deprived,SEHSCT,Mixed,never_smoked,7.502576853427712e-4
Males,16-34,Most Deprived,SHSCT,Mixed,never_smoked,4.905989870239495e-4
Females,16-34,Most Deprived,SHSCT,Mixed,never_smoked,5.723654848612743e-4
Males,35-44,Most Deprived,SHSCT,Mixed,never_smoked,4.713598110622261e-4
Females,35-44,Most Deprived,SHSCT,Mixed,never_smoked,5.338871329378276e-4
Males,45-54,Most Deprived,SHSCT,Mixed,never_smoked,4.665500170717953e-4
Females,45-54,Most Deprived,SHSCT,Mixed,never_smoked,5.050283689952424e-4
Males,55-64,Most Deprived,SHSCT,Mixed,never_smoked,4.7616960505265693e-4
Females,55-64,Most Deprived,SHSCT,Mixed,never_smoked,5.290773389473963e-4
Males,65-74,Most Deprived,SHSCT,Mixed,never_smoked,3.992129012057629e-4
Females,65-74,Most Deprived,SHSCT,Mixed,never_smoked,5.002185750048114e-4
Males,75-110,Most Deprived,SHSCT,Mixed,never_smoked,4.1364228317705546e-4
Females,75-110,Most Deprived,SHSCT,Mixed,never_smoked,6.060340427942909e-4
Males,16-34,Quintile 2,SHSCT,Mixed,never_smoked,5.910831168963251e-4
Females,16-34,Quintile 2,SHSCT,Mixed,never_smoked,6.89596969712379e-4
Males,35-44,Quintile 2,SHSCT,Mixed,never_smoked,5.679033868219594e-4
Females,35-44,Quintile 2,SHSCT,Mixed,never_smoked,6.432375095636477e-4
Males,45-54,Quintile 2,SHSCT,Mixed,never_smoked,5.621084543033682e-4
Females,45-54,Quintile 2,SHSCT,Mixed,never_smoked,6.084679144520995e-4
Males,55-64,Quintile 2,SHSCT,Mixed,never_smoked,5.736983193405507e-4
Females,55-64,Quintile 2,SHSCT,Mixed,never_smoked,6.374425770450559e-4
Males,65-74,Quintile 2,SHSCT,Mixed,never_smoked,4.80979399043088e-4
Females,65-74,Quintile 2,SHSCT,Mixed,never_smoked,6.026729819335081e-4
Males,75-110,Quintile 2,SHSCT,Mixed,never_smoked,4.983641965988621e-4
Females,75-110,Quintile 2,SHSCT,Mixed,never_smoked,7.301614973425192e-4
Males,16-34,Quintile 3,SHSCT,Mixed,never_smoked,6.738347532618105e-4
Females,16-34,Quintile 3,SHSCT,Mixed,never_smoked,7.86140545472112e-4
Males,35-44,Quintile 3,SHSCT,Mixed,never_smoked,6.474098609770336e-4
Females,35-44,Quintile 3,SHSCT,Mixed,never_smoked,7.332907609025588e-4
Males,45-54,Quintile 3,SHSCT,Mixed,never_smoked,6.408036379058397e-4
Females,45-54,Quintile 3,SHSCT,Mixed,never_smoked,6.936534224753933e-4
Males,55-64,Quintile 3,SHSCT,Mixed,never_smoked,6.54016084048228e-4
Females,55-64,Quintile 3,SHSCT,Mixed,never_smoked,7.266845378313641e-4
Males,65-74,Quintile 3,SHSCT,Mixed,never_smoked,5.483165149091203e-4
Females,65-74,Quintile 3,SHSCT,Mixed,never_smoked,6.870471994041991e-4
Males,75-110,Quintile 3,SHSCT,Mixed,never_smoked,5.681351841227028e-4
Females,75-110,Quintile 3,SHSCT,Mixed,never_smoked,8.32384106970472e-4
Males,16-34,Quintile 4,SHSCT,Mixed,never_smoked,6.797455844307732e-4
Females,16-34,Quintile 4,SHSCT,Mixed,never_smoked,7.930365151692354e-4
Males,35-44,Quintile 4,SHSCT,Mixed,never_smoked,6.530888948452526e-4
Females,35-44,Quintile 4,SHSCT,Mixed,never_smoked,0.00073972313599819455
Males,45-54,Quintile 4,SHSCT,Mixed,never_smoked,6.464247224488729e-4
Females,45-54,Quintile 4,SHSCT,Mixed,never_smoked,6.997381016199139e-4
Males,55-64,Quintile 4,SHSCT,Mixed,never_smoked,6.597530672416327e-4
Females,55-64,Quintile 4,SHSCT,Mixed,never_smoked,7.33058963601814e-4
Males,65-74,Quintile 4,SHSCT,Mixed,never_smoked,5.531263088995509e-4
Females,65-74,Quintile 4,SHSCT,Mixed,never_smoked,6.930739292235337e-4
Males,75-110,Quintile 4,SHSCT,Mixed,never_smoked,5.731188260886911e-4
Females,75-110,Quintile 4,SHSCT,Mixed,never_smoked,8.396857219438964e-4
Males,16-34,Least Deprived,SHSCT,Mixed,never_smoked,6.620130909238842e-4
Females,16-34,Least Deprived,SHSCT,Mixed,never_smoked,7.723486060778644e-4
Males,35-44,Least Deprived,SHSCT,Mixed,never_smoked,6.360517932405946e-4
Females,35-44,Least Deprived,SHSCT,Mixed,never_smoked,7.204260107112858e-4
Males,45-54,Least Deprived,SHSCT,Mixed,never_smoked,6.295614688197721e-4
Females,45-54,Least Deprived,SHSCT,Mixed,never_smoked,6.814840641863514e-4
Males,55-64,Least Deprived,SHSCT,Mixed,never_smoked,6.425421176614169e-4
Females,55-64,Least Deprived,SHSCT,Mixed,never_smoked,7.13935686290463e-4
Males,65-74,Least Deprived,SHSCT,Mixed,never_smoked,5.386969269282585e-4
Females,65-74,Least Deprived,SHSCT,Mixed,never_smoked,6.749937397655289e-4
Males,75-110,Least Deprived,SHSCT,Mixed,never_smoked,5.581679001907257e-4
Females,75-110,Least Deprived,SHSCT,Mixed,never_smoked,8.177808770236219e-4
Males,16-34,Most Deprived,WHSCT,Mixed,never_smoked,4.950998951617835e-4
Females,16-34,Most Deprived,WHSCT,Mixed,never_smoked,5.776165443554139e-4
Males,35-44,Most Deprived,WHSCT,Mixed,never_smoked,4.756842129985765e-4
Females,35-44,Most Deprived,WHSCT,Mixed,never_smoked,5.387851800289998e-4
Males,45-54,Most Deprived,WHSCT,Mixed,never_smoked,4.708302924577748e-4
Females,45-54,Most Deprived,WHSCT,Mixed,never_smoked,5.09661656784189e-4
Males,55-64,Most Deprived,WHSCT,Mixed,never_smoked,4.8053813353937815e-4
Females,55-64,Most Deprived,WHSCT,Mixed,never_smoked,5.339312594881977e-4
Males,65-74,Most Deprived,WHSCT,Mixed,never_smoked,4.028754048865495e-4
Females,65-74,Most Deprived,WHSCT,Mixed,never_smoked,5.048077362433873e-4
Males,75-110,Most Deprived,WHSCT,Mixed,never_smoked,4.174371665089547e-4
Females,75-110,Most Deprived,WHSCT,Mixed,never_smoked,6.115939881410269e-4
Males,16-34,Quintile 2,WHSCT,Mixed,never_smoked,5.965058977852818e-4
Females,16-34,Quintile 2,WHSCT,Mixed,never_smoked,6.959235474161616e-4
Males,35-44,Quintile 2,WHSCT,Mixed,never_smoked,5.731135096368394e-4
Females,35-44,Quintile 2,WHSCT,Mixed,never_smoked,6.491387711192772e-4
Males,45-54,Quintile 2,WHSCT,Mixed,never_smoked,5.67265412599729e-4
Females,45-54,Quintile 2,WHSCT,Mixed,never_smoked,6.140501888966136e-4
Males,55-64,Quintile 2,WHSCT,Mixed,never_smoked,5.789616066739498e-4
Females,55-64,Quintile 2,WHSCT,Mixed,never_smoked,6.432906740821663e-4
Males,65-74,Quintile 2,WHSCT,Mixed,never_smoked,4.853920540801803e-4
Females,65-74,Quintile 2,WHSCT,Mixed,never_smoked,6.08202091859503e-4
Males,75-110,Quintile 2,WHSCT,Mixed,never_smoked,5.029363451915118e-4
Females,75-110,Quintile 2,WHSCT,Mixed,never_smoked,7.368602266759363e-4
Males,16-34,Quintile 3,WHSCT,Mixed,never_smoked,6.800167234752212e-4
Females,16-34,Quintile 3,WHSCT,Mixed,never_smoked,7.933528440544244e-4
Males,35-44,Quintile 3,WHSCT,Mixed,never_smoked,6.533494009859969e-4
Females,35-44,Quintile 3,WHSCT,Mixed,never_smoked,7.400181990759759e-4
Males,45-54,Quintile 3,WHSCT,Mixed,never_smoked,6.466825703636908e-4
Females,45-54,Quintile 3,WHSCT,Mixed,never_smoked,7.000172153421397e-4
Males,55-64,Quintile 3,WHSCT,Mixed,never_smoked,6.60016231608303e-4
Females,55-64,Quintile 3,WHSCT,Mixed,never_smoked,7.333513684536696e-4
Males,65-74,Quintile 3,WHSCT,Mixed,never_smoked,5.533469416514052e-4
Females,65-74,Quintile 3,WHSCT,Mixed,never_smoked,6.933503847198336e-4
Males,75-110,Quintile 3,WHSCT,Mixed,never_smoked,5.733474335183235e-4
Females,75-110,Quintile 3,WHSCT,Mixed,never_smoked,8.400206584105677e-4
Males,16-34,Quintile 4,WHSCT,Mixed,never_smoked,6.859817824530735e-4
Females,16-34,Quintile 4,WHSCT,Mixed,never_smoked,8.003120795285855e-4
Males,35-44,Quintile 4,WHSCT,Mixed,never_smoked,6.590805360823647e-4
Females,35-44,Quintile 4,WHSCT,Mixed,never_smoked,7.465095867871682e-4
Males,45-54,Quintile 4,WHSCT,Mixed,never_smoked,6.523552244896878e-4
Females,45-54,Quintile 4,WHSCT,Mixed,never_smoked,7.061577172311052e-4
Males,55-64,Quintile 4,WHSCT,Mixed,never_smoked,6.658058476750418e-4
Females,55-64,Quintile 4,WHSCT,Mixed,never_smoked,7.397842751944907e-4
Males,65-74,Quintile 4,WHSCT,Mixed,never_smoked,5.582008621922068e-4
Females,65-74,Quintile 4,WHSCT,Mixed,never_smoked,6.994324056384281e-4
Males,75-110,Quintile 4,WHSCT,Mixed,never_smoked,5.783767969702381e-4
Females,75-110,Quintile 4,WHSCT,Mixed,never_smoked,8.473892606773261e-4
Males,16-34,Least Deprived,WHSCT,Mixed,never_smoked,6.680866055195155e-4
Females,16-34,Least Deprived,WHSCT,Mixed,never_smoked,7.794343731061013e-4
Males,35-44,Least Deprived,WHSCT,Mixed,never_smoked,6.418871307932602e-4
Females,35-44,Least Deprived,WHSCT,Mixed,never_smoked,7.270354236535905e-4
Males,45-54,Least Deprived,WHSCT,Mixed,never_smoked,6.353372621116964e-4
Females,45-54,Least Deprived,WHSCT,Mixed,never_smoked,6.877362115642073e-4
Males,55-64,Least Deprived,WHSCT,Mixed,never_smoked,6.484369994748239e-4
Females,55-64,Least Deprived,WHSCT,Mixed,never_smoked,7.204855549720264e-4
Males,65-74,Least Deprived,WHSCT,Mixed,never_smoked,5.43639100569802e-4
Females,65-74,Least Deprived,WHSCT,Mixed,never_smoked,6.811863428826434e-4
Males,75-110,Least Deprived,WHSCT,Mixed,never_smoked,5.632887066144933e-4
Females,75-110,Least Deprived,WHSCT,Mixed,never_smoked,8.25283453877049e-4
Males,16-34,Most Deprived,BHSCT,Rural,never_smoked,4.303799402143028e-4
Females,16-34,Most Deprived,BHSCT,Rural,never_smoked,5.021099302500196e-4
Males,35-44,Most Deprived,BHSCT,Rural,never_smoked,4.1350229550001633e-4
Females,35-44,Most Deprived,BHSCT,Rural,never_smoked,4.6835464082144716e-4
Males,45-54,Most Deprived,BHSCT,Rural,never_smoked,4.0928288432144497e-4
Females,45-54,Most Deprived,BHSCT,Rural,never_smoked,4.4303817375001756e-4
Males,55-64,Most Deprived,BHSCT,Rural,never_smoked,4.17721706678588e-4
Females,55-64,Most Deprived,BHSCT,Rural,never_smoked,4.6413522964287537e-4
Males,65-74,Most Deprived,BHSCT,Rural,never_smoked,3.502111278214424e-4
Females,65-74,Most Deprived,BHSCT,Rural,never_smoked,4.3881876257144604e-4
Males,75-110,Most Deprived,BHSCT,Rural,never_smoked,3.628693613571572e-4
Females,75-110,Most Deprived,BHSCT,Rural,never_smoked,5.31645808500021e-4
Males,16-34,Quintile 2,BHSCT,Rural,never_smoked,5.185300484509675e-4
Females,16-34,Quintile 2,BHSCT,Rural,never_smoked,6.049517231927951e-4
Males,35-44,Quintile 2,BHSCT,Rural,never_smoked,4.981955367470078e-4
Females,35-44,Quintile 2,BHSCT,Rural,never_smoked,5.642826997848761e-4
Males,45-54,Quintile 2,BHSCT,Rural,never_smoked,4.931119088210181e-4
Females,45-54,Quintile 2,BHSCT,Rural,never_smoked,5.337809322289371e-4
Males,55-64,Quintile 2,BHSCT,Rural,never_smoked,5.032791646729976e-4
Females,55-64,Quintile 2,BHSCT,Rural,never_smoked,5.591990718588862e-4
Males,65-74,Quintile 2,BHSCT,Rural,never_smoked,4.219411178571597e-4
Females,65-74,Quintile 2,BHSCT,Rural,never_smoked,5.286973043029473e-4
Males,75-110,Quintile 2,BHSCT,Rural,never_smoked,4.371920016351292e-4
Females,75-110,Quintile 2,BHSCT,Rural,never_smoked,6.405371186747243e-4
Males,16-34,Quintile 3,BHSCT,Rural,never_smoked,5.911242552341028e-4
Females,16-34,Quintile 3,BHSCT,Rural,never_smoked,6.896449644397864e-4
Males,35-44,Quintile 3,BHSCT,Rural,never_smoked,5.679429118915888e-4
Females,35-44,Quintile 3,BHSCT,Rural,never_smoked,6.432822777547591e-4
Males,45-54,Quintile 3,BHSCT,Rural,never_smoked,5.621475760559606e-4
Females,45-54,Quintile 3,BHSCT,Rural,never_smoked,6.085102627409883e-4
Males,55-64,Quintile 3,BHSCT,Rural,never_smoked,5.737382477272174e-4
Females,55-64,Quintile 3,BHSCT,Rural,never_smoked,6.374869419191301e-4
Males,65-74,Quintile 3,BHSCT,Rural,never_smoked,4.8101287435716215e-4
Females,65-74,Quintile 3,BHSCT,Rural,never_smoked,6.027149269053599e-4
Males,75-110,Quintile 3,BHSCT,Rural,never_smoked,4.983988818640471e-4
Females,75-110,Quintile 3,BHSCT,Rural,never_smoked,7.302123152891861e-4
Males,16-34,Quintile 4,BHSCT,Rural,never_smoked,5.96309555718612e-4
Females,16-34,Quintile 4,BHSCT,Rural,never_smoked,6.956944816717139e-4
Males,35-44,Quintile 4,BHSCT,Rural,never_smoked,5.729248672590587e-4
Females,35-44,Quintile 4,BHSCT,Rural,never_smoked,6.489251047526074e-4
Males,45-54,Quintile 4,BHSCT,Rural,never_smoked,5.670786951441704e-4
Females,45-54,Quintile 4,BHSCT,Rural,never_smoked,6.138480720632771e-4
Males,55-64,Quintile 4,BHSCT,Rural,never_smoked,5.787710393739469e-4
Females,55-64,Quintile 4,BHSCT,Rural,never_smoked,6.430789326377188e-4
Males,65-74,Quintile 4,BHSCT,Rural,never_smoked,4.8523228553573334e-4
Females,65-74,Quintile 4,BHSCT,Rural,never_smoked,6.080018999483889e-4
Males,75-110,Quintile 4,BHSCT,Rural,never_smoked,5.027708018803982e-4
Females,75-110,Quintile 4,BHSCT,Rural,never_smoked,7.366176864759327e-4
Males,16-34,Least Deprived,BHSCT,Rural,never_smoked,5.807536542650837e-4
Females,16-34,Least Deprived,BHSCT,Rural,never_smoked,6.775459299759305e-4
Males,35-44,Least Deprived,BHSCT,Rural,never_smoked,5.579790011566489e-4
Females,35-44,Least Deprived,BHSCT,Rural,never_smoked,6.319966237590617e-4
Males,45-54,Least Deprived,BHSCT,Rural,never_smoked,5.522853378795403e-4
Females,45-54,Least Deprived,BHSCT,Rural,never_smoked,5.978346440964093e-4
Males,55-64,Least Deprived,BHSCT,Rural,never_smoked,5.636726644337573e-4
Females,55-64,Least Deprived,BHSCT,Rural,never_smoked,6.263029604819526e-4
Males,65-74,Least Deprived,BHSCT,Rural,never_smoked,4.7257405200001873e-4
Females,65-74,Least Deprived,BHSCT,Rural,never_smoked,5.921409808193009e-4
Males,75-110,Least Deprived,BHSCT,Rural,never_smoked,4.896550418313448e-4
Females,75-110,Least Deprived,BHSCT,Rural,never_smoked,7.174015729156917e-4
Males,16-34,Most Deprived,NHSCT,Rural,never_smoked,5.127931202553396e-4
Females,16-34,Most Deprived,NHSCT,Rural,never_smoked,5.982586402978959e-4
Males,35-44,Most Deprived,NHSCT,Rural,never_smoked,4.926835861276792e-4
Females,35-44,Most Deprived,NHSCT,Rural,never_smoked,5.580395720425754e-4
Males,45-54,Most Deprived,NHSCT,Rural,never_smoked,4.876562025957642e-4
Females,45-54,Most Deprived,NHSCT,Rural,never_smoked,5.278752708510847e-4
Males,55-64,Most Deprived,NHSCT,Rural,never_smoked,4.977109696595943e-4
Females,55-64,Most Deprived,NHSCT,Rural,never_smoked,5.530121885106602e-4
Males,65-74,Most Deprived,NHSCT,Rural,never_smoked,4.1727283314895277e-4
Females,65-74,Most Deprived,NHSCT,Rural,never_smoked,5.228478873191697e-4
Males,75-110,Most Deprived,NHSCT,Rural,never_smoked,4.3235498374469787e-4
Females,75-110,Most Deprived,NHSCT,Rural,never_smoked,6.334503250213018e-4
Males,16-34,Quintile 2,NHSCT,Rural,never_smoked,6.178230364522167e-4
Females,16-34,Quintile 2,NHSCT,Rural,never_smoked,7.207935425275854e-4
Males,35-44,Quintile 2,NHSCT,Rural,never_smoked,5.935946820815414e-4
Females,35-44,Quintile 2,NHSCT,Rural,never_smoked,6.723368337862355e-4
Males,45-54,Quintile 2,NHSCT,Rural,never_smoked,5.875375934888726e-4
Females,45-54,Quintile 2,NHSCT,Rural,never_smoked,6.359943022302229e-4
Males,55-64,Quintile 2,NHSCT,Rural,never_smoked,5.9965177067421e-4
Females,55-64,Quintile 2,NHSCT,Rural,never_smoked,6.662797451935666e-4
Males,65-74,Quintile 2,NHSCT,Rural,never_smoked,5.027383531915095e-4
Females,65-74,Quintile 2,NHSCT,Rural,never_smoked,6.299372136375542e-4
Males,75-110,Quintile 2,NHSCT,Rural,never_smoked,5.209096189695157e-4
Females,75-110,Quintile 2,NHSCT,Rural,never_smoked,7.631931626762674e-4
Males,16-34,Quintile 3,NHSCT,Rural,never_smoked,7.04318261555527e-4
Females,16-34,Quintile 3,NHSCT,Rural,never_smoked,8.217046384814476e-4
Males,35-44,Quintile 3,NHSCT,Rural,never_smoked,6.766979375729572e-4
Females,35-44,Quintile 3,NHSCT,Rural,never_smoked,7.664639905163087e-4
Males,45-54,Quintile 3,NHSCT,Rural,never_smoked,6.697928565773149e-4
Females,45-54,Quintile 3,NHSCT,Rural,never_smoked,7.250335045424543e-4
Males,55-64,Quintile 3,NHSCT,Rural,never_smoked,6.836030185685996e-4
Females,55-64,Quintile 3,NHSCT,Rural,never_smoked,7.59558909520666e-4
Males,65-74,Quintile 3,NHSCT,Rural,never_smoked,5.731217226383209e-4
Females,65-74,Quintile 3,NHSCT,Rural,never_smoked,7.181284235468118e-4
Males,75-110,Quintile 3,NHSCT,Rural,never_smoked,5.93836965625248e-4
Females,75-110,Quintile 3,NHSCT,Rural,never_smoked,8.700402054509451e-4
Males,16-34,Quintile 4,NHSCT,Rural,never_smoked,7.104964919200486e-4
Females,16-34,Quintile 4,NHSCT,Rural,never_smoked,8.28912573906723e-4
Males,35-44,Quintile 4,NHSCT,Rural,never_smoked,6.82633884393772e-4
Females,35-44,Quintile 4,NHSCT,Rural,never_smoked,7.731873588541705e-4
Males,45-54,Quintile 4,NHSCT,Rural,never_smoked,6.75668232512203e-4
Females,45-54,Quintile 4,NHSCT,Rural,never_smoked,7.31393447564756e-4
Males,55-64,Quintile 4,NHSCT,Rural,never_smoked,6.895995362753409e-4
Females,55-64,Quintile 4,NHSCT,Rural,never_smoked,7.662217069726009e-4
Males,65-74,Quintile 4,NHSCT,Rural,never_smoked,5.781491061702356e-4
Females,65-74,Quintile 4,NHSCT,Rural,never_smoked,7.244277956831868e-4
Males,75-110,Quintile 4,NHSCT,Rural,never_smoked,5.990460618149428e-4
Females,75-110,Quintile 4,NHSCT,Rural,never_smoked,8.776721370777072e-4
Males,16-34,Least Deprived,NHSCT,Rural,never_smoked,6.919618008264829e-4
Females,16-34,Least Deprived,NHSCT,Rural,never_smoked,8.072887676308961e-4
Males,35-44,Least Deprived,NHSCT,Rural,never_smoked,6.648260439313263e-4
Females,35-44,Least Deprived,NHSCT,Rural,never_smoked,7.530172538405841e-4
